tag,date,cnt
flavor5,2015-05-13,5
flavor1,2015-05-13,5
flavor6,2015-05-13,6
flavor9,2015-05-13,2
flavor11,2015-05-13,2
flavor3,2015-05-13,0
flavor4,2015-05-13,0
flavor7,2015-05-13,0
flavor10,2015-05-13,0
flavor12,2015-05-13,0
flavor8,2015-05-13,0
flavor14,2015-05-13,0
flavor13,2015-05-13,0
flavor15,2015-05-13,0
flavor3,2015-05-14,2
flavor2,2015-05-14,1
flavor6,2015-05-14,1
flavor8,2015-05-14,1
flavor5,2015-05-14,0
flavor4,2015-05-14,0
flavor1,2015-05-14,0
flavor7,2015-05-14,0
flavor10,2015-05-14,0
flavor9,2015-05-14,0
flavor12,2015-05-14,0
flavor11,2015-05-14,0
flavor14,2015-05-14,0
flavor13,2015-05-14,0
flavor15,2015-05-14,0
flavor13,2015-05-15,5
flavor5,2015-05-15,17
flavor7,2015-05-15,1
flavor6,2015-05-15,3
flavor12,2015-05-15,5
flavor11,2015-05-15,2
flavor8,2015-05-15,4
flavor3,2015-05-15,0
flavor2,2015-05-15,0
flavor4,2015-05-15,0
flavor1,2015-05-15,0
flavor10,2015-05-15,0
flavor9,2015-05-15,0
flavor14,2015-05-15,0
flavor15,2015-05-15,0
